prompt_id,prompt,seed,kv_mode,method,denoising_step,block,anchors,oracle_anchors,mesh_current_nmse,mesh_rhyme_nmse,mesh_fixed_nmse,mesh_oracle_nmse,mesh_relative_improvement_over_rhyme,mesh_relative_improvement_over_fixed,fixed_relative_improvement_over_rhyme,mesh_win_over_rhyme,mesh_win_over_fixed,mesh_exact_oracle_anchors,headroom_recovery,oracle_regret,swap_gain_spearman,swap_gain_recovery,swap_regret,swap_normalized_regret,swap_top1_exact,swap_chose_noop,swap_noop_correct,swap_prior_gain_spearman,swap_prior_gain_recovery,swap_prior_regret,swap_regret_reduction_vs_prior,operator_block_delta_nmse,operator_relative_l2,non_anchor_cvar10,exact_anchor_delta_error,propagation_plus_1_relative_l2,propagation_plus_3_relative_l2,rhyme_operator_block_delta_nmse,rhyme_operator_relative_l2,operator_nmse_relative_improvement_over_rhyme,operator_l2_relative_improvement_over_rhyme,rhyme_propagation_plus_1_relative_l2,rhyme_propagation_plus_3_relative_l2,propagation_plus_1_relative_improvement_over_rhyme,propagation_plus_3_relative_improvement_over_rhyme,trace_path
p1_s0,A red toy car makes a sharp U-turn around a blue cube.,0,anchor_only,coframe,20,8,"[0,2,5,7,9,12,14,17,20]","[0,2,5,7,9,12,14,17,20]",0.14055177782174216,0.27651723436522774,0.17731301045404774,0.14054511408628625,0.491706988374911,0.2073239439010742,0.35876325806206244,True,True,True,0.9999509918986169,6.663735455908482e-06,0.752090715804394,,0.0,0.0,True,True,True,0.7260301711045865,,79683.91180555557,79683.91180555557,0.16115144955385233,0.40143673169486166,0.5738943219184875,0.1556701823442889,0.12335045531734448,0.10066680566950637,,,,,,,,,outputs/probe/p1_s0/coframe_anchor_only_seed0/trace.json
p1_s0,A red toy car makes a sharp U-turn around a blue cube.,0,anchor_only,coframe,20,14,"[0,2,5,7,9,12,14,17,20]","[0,2,5,7,9,12,14,17,20]",0.12137708033068646,0.2268834766688669,0.14500519865894076,0.12137113595000386,0.46502459274354946,0.162946698096175,0.36088250767342694,True,True,True,0.9999436617494968,5.944380682604278e-06,0.8725523944517566,,0.0,0.0,True,True,True,0.6572036043332996,,71346.70021701389,71346.70021701389,0.14367618557971784,0.3790464161283125,0.5741899609565735,0.1374105159449826,0.09526088176650677,0.08736340261242849,,,,,,,,,outputs/probe/p1_s0/coframe_anchor_only_seed0/trace.json
p1_s0,A red toy car makes a sharp U-turn around a blue cube.,0,anchor_only,coframe,20,20,"[0,2,5,7,9,12,14,17,20]","[0,2,5,7,9,12,14,17,20]",0.09150669106132708,0.13470304818754023,0.1023671827248125,0.09150647371489927,0.32067839375151364,0.10609348987048926,0.2400529601802933,True,True,True,0.9999949684337134,2.1734642781379154e-07,0.8353953629644629,,0.0,0.0,True,True,True,0.7349397590361446,,40213.92955729173,40213.92955729173,0.10920739811221733,0.33046542650059074,0.46728238463401794,0.12220959084163391,0.14636399890393653,0.13543350242171717,,,,,,,,,outputs/probe/p1_s0/coframe_anchor_only_seed0/trace.json
p1_s0,A red toy car makes a sharp U-turn around a blue cube.,0,anchor_only,coframe,40,8,"[0,2,5,7,9,12,14,17,20]","[0,2,5,7,9,12,14,17,20]",0.11079388032524047,0.22946721774429701,0.14206616068438588,0.1107931163166317,0.517169025648353,0.2201247658731335,0.3808868993099705,True,True,True,0.9999935621285556,7.640086087667974e-07,0.8350106307583274,,0.0,0.0,True,True,True,0.7089399615267794,,56991.310416666645,56991.310416666645,0.12472902745048703,0.35316996963287667,0.5106539726257324,0.12914245957859982,0.11246169303500429,0.08919311604406391,,,,,,,,,outputs/probe/p1_s0/coframe_anchor_only_seed0/trace.json
p1_s0,A red toy car makes a sharp U-turn around a blue cube.,0,anchor_only,coframe,40,14,"[0,2,5,7,9,12,14,17,20]","[0,2,5,7,9,12,14,17,20]",0.07273095695816208,0.13724481027577837,0.0871508193880694,0.07272851661299157,0.4700640642657656,0.16545871319577457,0.36499734151732655,True,True,True,0.9999621747463786,2.440345170509617e-06,0.8587020350308798,,0.0,0.0,True,True,True,0.6687050723904019,,41979.30555555553,41979.30555555553,0.08730580556259998,0.2954755583167582,0.44408300518989563,0.10892038701514253,0.08421202012948557,0.07396779563433553,,,,,,,,,outputs/probe/p1_s0/coframe_anchor_only_seed0/trace.json
p1_s0,A red toy car makes a sharp U-turn around a blue cube.,0,anchor_only,coframe,40,20,"[0,2,5,7,9,12,14,17,20]","[0,2,5,7,9,12,14,17,20]",0.07404684273505255,0.1346375210500855,0.09091646084070923,0.07404795613106928,0.4500281781962776,0.18555075670194865,0.32473161915326654,True,True,True,1.000018376035844,-1.113396016730328e-06,0.854328237319024,,0.0,0.0,True,True,True,0.6456616381492356,,53658.54309895844,53658.54309895844,0.0915833186780729,0.302627359434128,0.4255504012107849,0.12056077605185492,0.13375611656744166,0.11978236086344603,,,,,,,,,outputs/probe/p1_s0/coframe_anchor_only_seed0/trace.json
p1_s0,A red toy car makes a sharp U-turn around a blue cube.,0,full_kv,coframe,5,8,"[0,2,3,5,7,10,12,16,20]","[0,2,3,5,7,10,12,16,20]",0.2057055489751047,0.23089215698338778,0.2533350914059439,0.2057007563397731,0.10908386121619192,0.18801004695602025,-0.09720093880958829,True,True,True,0.9998097511369297,4.792635331596351e-06,0.532165637339273,,73287.98708767362,0.20391990880538596,False,False,False,0.8306368330464716,,49682.907280816,-23605.079806857626,0.2057275487307107,0.4535719884767033,0.7963285446166992,0.0023509162130722293,0.11623781484853979,0.09288062649341709,,,,,,,,,outputs/probe/p1_s0/coframe_full_kv_seed0/trace.json
p1_s0,A red toy car makes a sharp U-turn around a blue cube.,0,full_kv,coframe,5,14,"[0,3,5,7,10,12,14,17,20]","[0,2,3,5,7,10,12,16,20]",0.23915983735374396,0.2550399139375931,0.23641229410847103,0.1988040754510642,0.06226506407830315,-0.01162182895620606,0.07303805722613349,True,False,False,0.28238356555585403,0.040355761902679754,0.7666295433836186,-0.23832165071899675,83289.3303602431,0.18019453952063744,False,False,True,0.741095474334312,0.21263897402823825,52957.78569878475,-30331.54466145835,0.23914565767454038,0.48902521169622776,0.9629191160202026,0.00267740377644029,0.10079732859358105,0.08915922365139976,,,,,,,,,outputs/probe/p1_s0/coframe_full_kv_seed0/trace.json
p1_s0,A red toy car makes a sharp U-turn around a blue cube.,0,full_kv,coframe,5,20,"[0,2,5,7,9,12,14,17,20]","[0,3,5,6,8,10,13,16,20]",0.1428854957980309,0.12917223213410806,0.1383679766463509,0.12077580396004892,-0.10616262827823222,-0.03264858864870261,-0.0711897933504448,False,False,False,-1.6332258645753823,0.022109691837981976,0.730748202895616,0.0,42364.880381944415,0.09380359431426193,False,True,False,0.8643920218689886,0.5105686723096553,20734.699652777694,-21630.18072916672,0.14290084869803057,0.37802228598064236,0.6812452077865601,0.0015370286396892152,0.13844766648805198,0.12364134423471015,,,,,,,,,outputs/probe/p1_s0/coframe_full_kv_seed0/trace.json
p1_s0,A red toy car makes a sharp U-turn around a blue cube.,0,full_kv,coframe,20,8,"[0,2,5,7,9,12,14,17,20]","[0,2,5,7,9,12,14,17,20]",0.15128572510219607,0.32660037190072877,0.19549741382218863,0.1512752389106997,0.5367864273339534,0.2261497369996135,0.40141705079989715,True,True,True,0.9999401900268515,1.0486191496378305e-05,0.845074415308292,,0.0,0.0,True,True,True,0.6771084337349398,,109598.05579427083,109598.05579427083,0.15129525220203155,0.38896690373607823,0.5845088958740234,0.002139915314921216,0.1167765643571432,0.09170042010468003,,,,,,,,,outputs/probe/p1_s0/coframe_full_kv_seed0/trace.json
p1_s0,A red toy car makes a sharp U-turn around a blue cube.,0,full_kv,coframe,20,14,"[0,2,5,7,9,12,14,17,20]","[0,2,5,7,9,12,14,17,20]",0.1585995951190229,0.31601772071092316,0.19233602527235735,0.15860253180105643,0.49813069101874285,0.17540359433736857,0.39137582272388927,True,True,True,1.0000186556459632,-2.9366820335219312e-06,0.8596537410144781,,0.0,0.0,True,True,True,0.41982383314771693,,117127.25440538197,117127.25440538197,0.15860136525523366,0.39824786911574767,0.6440761089324951,0.0023451508420275105,0.0903535411720325,0.08425485411257001,,,,,,,,,outputs/probe/p1_s0/coframe_full_kv_seed0/trace.json
p1_s0,A red toy car makes a sharp U-turn around a blue cube.,0,full_kv,coframe,20,20,"[0,2,5,7,10,12,14,17,20]","[0,2,5,7,9,12,14,17,20]",0.09917939392068258,0.15454287956263552,0.10804316251032746,0.09540112043786432,0.35824028773525196,0.08203914420588741,0.3008855353537135,True,True,False,0.936114962782097,0.0037782734828182563,0.8987141844689683,1.0,0.0,0.0,True,False,True,0.7478181634099423,-5.765475256087192,69223.0889756945,69223.0889756945,0.09919255454715706,0.31494849507047507,0.47893697023391724,0.001628128113068106,0.12578241769229595,0.11205142646146747,,,,,,,,,outputs/probe/p1_s0/coframe_full_kv_seed0/trace.json
p1_s0,A red toy car makes a sharp U-turn around a blue cube.,0,full_kv,coframe,40,8,"[0,2,5,7,9,12,14,17,20]","[0,2,5,7,9,12,14,17,20]",0.11372085208273977,0.24630179605783925,0.15248745766577235,0.11372116363283628,0.5382865496602607,0.2542281586725818,0.380891816030592,True,True,True,1.0000023498914647,-3.1155009651284704e-07,0.8135871215956262,,0.0,0.0,True,True,True,0.6841753568897438,,73231.79444444447,73231.79444444447,0.11372827498406446,0.3372362302364093,0.5171403884887695,0.0018759004817405832,0.1085237645366228,0.08401495066215336,,,,,,,,,outputs/probe/p1_s0/coframe_full_kv_seed0/trace.json
p1_s0,A red toy car makes a sharp U-turn around a blue cube.,0,full_kv,coframe,40,14,"[0,2,5,7,9,12,14,17,20]","[0,2,5,7,9,12,14,17,20]",0.09286174010245186,0.18854461324056251,0.11776201628118876,0.09286407355779644,0.507481340853953,0.21144573577341555,0.37541564165008956,True,True,True,1.0000243879826798,-2.333455344574742e-06,0.8764604637035537,,0.0,0.0,True,True,True,0.5557760453579021,,71123.20438368054,71123.20438368054,0.09289105416665033,0.3047803375656808,0.5178088545799255,0.0020510049320413538,0.07892520973701703,0.07139399029585172,,,,,,,,,outputs/probe/p1_s0/coframe_full_kv_seed0/trace.json
p1_s0,A red toy car makes a sharp U-turn around a blue cube.,0,full_kv,coframe,40,20,"[0,2,5,7,9,12,14,17,20]","[0,2,5,7,9,12,14,17,20]",0.07889446597520021,0.1442216699808147,0.09590609339950902,0.07889210816251531,0.45296385774970394,0.17737796235161737,0.33500913273111405,True,True,True,0.9999639089468951,2.3578126848999847e-06,0.7908069251797104,,0.0,0.0,True,True,True,0.6723904019439101,,51190.28654513889,51190.28654513889,0.07891472514802897,0.28091764833849253,0.41321802139282227,0.00172748395479483,0.10969855044416794,0.09472908852492955,,,,,,,,,outputs/probe/p1_s0/coframe_full_kv_seed0/trace.json
p2_s0,A gymnast performs a fast cartwheel and lands upright.,0,anchor_only,coframe,5,8,"[0,2,5,7,11,12,13,16,20]","[0,2,5,7,11,12,14,17,20]",0.20670732425217725,0.22855436920079852,0.2386751710613673,0.20395358002179295,0.09558795583307075,0.13393871958709347,-0.04428181310188407,True,True,False,0.8880627686231157,0.0027537442303842974,0.8498531942897641,-6.989891185616858,7168.513726128498,0.019917644500916223,False,False,True,0.8202895616077757,-22.43197353450081,21023.117838541686,13854.604112413188,0.2244244662265074,0.4737345947115404,0.7081882953643799,0.13050406433777714,0.1285372278999391,0.10508890636317786,,,,,,,,,outputs/probe/p2_s0/coframe_anchor_only_seed0/trace.json
p2_s0,A gymnast performs a fast cartwheel and lands upright.,0,anchor_only,coframe,5,14,"[0,2,5,7,10,13,16,18,20]","[0,2,5,7,10,12,14,17,20]",0.2308867548900925,0.24196196847110013,0.22060585569902813,0.19644589654354616,0.04577253876296866,-0.04660302038895362,0.0882622707486477,True,False,False,0.24332533788582605,0.03444085834654634,0.9031284803077858,0.18232071536083683,45706.497178819496,0.10951156639964055,False,False,True,0.8321555128075326,1.0,0.0,-45706.497178819496,0.24580909224363728,0.4957913797593069,0.8961004614830017,0.12872118204598076,0.10985138363934516,0.08782785598054385,,,,,,,,,outputs/probe/p2_s0/coframe_anchor_only_seed0/trace.json
p2_s0,A gymnast performs a fast cartwheel and lands upright.,0,anchor_only,coframe,5,20,"[0,2,5,7,10,12,15,18,20]","[0,2,5,7,9,11,13,16,20]",0.1451147985429222,0.15537791526323827,0.14546711515382446,0.1299971266012861,0.06605260923296917,0.0024219674015649984,0.06378512733050332,True,True,False,0.4043655560515069,0.015117671941636102,0.7027234990381694,0.580256324050569,11524.251562499907,0.026908549227263635,False,False,True,0.5294320137693632,1.0,0.0,-11524.251562499907,0.15239288122220232,0.3903753081615208,0.6277768611907959,0.07765522393918975,0.14525860101861862,0.13614773227959928,,,,,,,,,outputs/probe/p2_s0/coframe_anchor_only_seed0/trace.json
